date,month,season,hour,year,holiday,temperature,feeling_temp,humidity,winspeed,casual,registered,count,daytime,dayofweek,workingday
2011-01-02,1,winter,8,2011,no,10.8,11.0006,71,15.0013,0,8,8,am,7,0
2011-01-02,1,winter,9,2011,no,9.86,9.9974,76,15.0013,1,19,20,am,7,0
2011-01-02,1,winter,10,2011,no,8.92,7.001,81,15.0013,7,46,53,am,7,0
2011-01-02,1,winter,11,2011,no,8.92,5.9978,71,16.9979,16,54,70,am,7,0
2011-01-02,1,winter,12,2011,no,8.92,5.9978,66,19.9995,20,73,93,am,7,0
2011-01-02,1,winter,13,2011,no,8.92,7.001,66,8.9981,11,64,75,pm,7,0
2011-01-02,1,winter,14,2011,no,8.92,7.001,76,12.998,4,55,59,pm,7,0
2011-01-02,1,winter,15,2011,no,7.98,5.9978,81,11.0014,19,55,74,pm,7,0
2011-01-02,1,winter,16,2011,no,7.98,5.9978,71,11.0014,9,67,76,pm,7,0
2011-01-02,1,winter,17,2011,no,7.98,5.9978,57,12.998,7,58,65,pm,7,0
2011-01-02,1,winter,18,2011,no,8.92,5.9978,46,22.0028,10,43,53,pm,7,0
2011-01-02,1,winter,19,2011,no,7.04,3.0014,42,30.0026,1,29,30,pm,7,0
2011-01-02,1,winter,20,2011,no,6.1,1.9982,39,23.9994,5,17,22,pm,7,0
2011-01-02,1,winter,21,2011,no,4.22,-0.9982,44,22.0028,11,20,31,pm,7,0
2011-01-02,1,winter,22,2011,no,3.28,-2.0014,44,19.9995,0,9,9,pm,7,0
2011-01-02,1,winter,23,2011,no,2.34,-0.9982,47,11.0014,0,8,8,pm,7,0
2011-01-03,1,winter,0,2011,no,2.34,-2.998,44,23.9994,0,5,5,am,1,1
2011-01-03,1,winter,1,2011,no,1.4,-4.9978,44,27.9993,0,2,2,am,1,1
2011-01-03,1,winter,4,2011,no,-0.48,-6.9976,47,26.0027,0,1,1,am,1,1
2011-01-03,1,winter,5,2011,no,-0.48,-6.9976,47,19.0012,0,3,3,am,1,1
2011-01-03,1,winter,6,2011,no,-1.42,-8.9974,50,26.0027,0,30,30,am,1,1
2011-01-03,1,winter,7,2011,no,-1.42,-6.9976,50,12.998,1,63,64,am,1,1
2011-01-03,1,winter,8,2011,no,-1.42,-8.0008,50,19.0012,1,153,154,am,1,1
2011-01-03,1,winter,9,2011,no,-0.48,-6.9976,43,26.0027,7,81,88,am,1,1
2011-01-03,1,winter,10,2011,no,0.46,-4.9978,43,16.9979,11,33,44,am,1,1
2011-01-03,1,winter,11,2011,no,1.4,-4.0012,40,22.0028,10,41,51,am,1,1
2011-01-03,1,winter,12,2011,no,2.34,-2.0014,35,19.9995,13,48,61,am,1,1
2011-01-03,1,winter,13,2011,no,3.28,-2.0014,35,19.0012,8,53,61,pm,1,1
2011-01-03,1,winter,14,2011,no,4.22,-0.0016,30,19.0012,11,66,77,pm,1,1
2011-01-03,1,winter,15,2011,no,4.22,-0.0016,30,16.9979,14,58,72,pm,1,1
2011-01-03,1,winter,16,2011,no,4.22,-0.0016,30,16.9979,9,67,76,pm,1,1
2011-01-03,1,winter,17,2011,no,3.28,-0.9982,30,15.0013,11,146,157,pm,1,1
2011-01-03,1,winter,18,2011,no,3.28,1.0016,32,7.0015,9,148,157,pm,1,1
2011-01-03,1,winter,19,2011,no,1.4,1.0016,47,0,8,102,110,pm,1,1
2011-01-03,1,winter,20,2011,no,1.4,-0.9982,47,7.0015,3,49,52,pm,1,1
2011-01-03,1,winter,21,2011,no,0.46,-2.998,64,8.9981,3,49,52,pm,1,1
2011-01-03,1,winter,22,2011,no,-1.42,-6.001,69,8.9981,0,20,20,pm,1,1
2011-01-03,1,winter,23,2011,no,0.46,-2.0014,55,7.0015,1,11,12,pm,1,1
2011-01-04,1,winter,0,2011,no,-0.48,-4.0012,55,7.0015,0,5,5,am,2,1
2011-01-04,1,winter,1,2011,no,-0.48,-4.0012,59,7.0015,0,2,2,am,2,1
2011-01-04,1,winter,2,2011,no,-1.42,-6.001,63,8.9981,0,1,1,am,2,1
2011-01-04,1,winter,4,2011,no,-1.42,-4.0012,63,6.0032,0,2,2,am,2,1
2011-01-04,1,winter,5,2011,no,-2.36,-6.001,68,7.0015,0,4,4,am,2,1
2011-01-04,1,winter,6,2011,no,-2.36,-6.001,74,7.0015,0,36,36,am,2,1
2011-01-04,1,winter,7,2011,no,-2.36,-6.001,74,8.9981,2,92,94,am,2,1
2011-01-04,1,winter,8,2011,no,-1.42,-6.001,69,11.0014,2,177,179,am,2,1
2011-01-04,1,winter,9,2011,no,-0.48,-6.001,64,15.0013,2,98,100,am,2,1
2011-01-04,1,winter,10,2011,no,-0.48,-6.9976,69,22.0028,5,37,42,am,2,1
2011-01-04,1,winter,11,2011,no,2.34,-2.0014,51,19.9995,7,50,57,am,2,1
2011-01-04,1,winter,12,2011,no,2.34,-0.9982,51,11.0014,12,66,78,am,2,1
2011-01-04,1,winter,13,2011,no,3.28,-0.9982,56,12.998,18,79,97,pm,2,1
2011-01-04,1,winter,14,2011,no,4.22,1.0016,52,15.0013,9,54,63,pm,2,1
2011-01-04,1,winter,15,2011,no,5.16,1.9982,52,16.9979,17,48,65,pm,2,1
2011-01-04,1,winter,16,2011,no,6.1,3.0014,49,16.9979,15,68,83,pm,2,1
2011-01-04,1,winter,17,2011,no,5.16,1.9982,48,15.0013,10,202,212,pm,2,1
2011-01-04,1,winter,18,2011,no,4.22,1.0016,48,12.998,3,179,182,pm,2,1
2011-01-04,1,winter,19,2011,no,3.28,1.0016,48,7.0015,2,110,112,pm,2,1
2011-01-04,1,winter,20,2011,no,3.28,1.0016,48,7.0015,1,53,54,pm,2,1
2011-01-04,1,winter,21,2011,no,2.34,1.9982,64,0,0,48,48,pm,2,1
2011-01-04,1,winter,22,2011,no,2.34,1.0016,64,6.0032,1,34,35,pm,2,1
2011-01-04,1,winter,23,2011,no,1.4,-0.9982,69,6.0032,2,9,11,pm,2,1
2011-01-05,1,winter,0,2011,no,1.4,1.0016,64,0,0,6,6,am,3,1
2011-01-05,1,winter,1,2011,no,-0.48,-2.998,74,6.0032,0,6,6,am,3,1
2011-01-05,1,winter,2,2011,no,-0.48,-2.998,74,6.0032,0,2,2,am,3,1
2011-01-05,1,winter,4,2011,no,3.28,-0.9982,48,15.0013,0,2,2,am,3,1
2011-01-05,1,winter,5,2011,no,2.34,-0.9982,47,11.0014,0,3,3,am,3,1
2011-01-05,1,winter,6,2011,no,1.4,-2.998,47,15.0013,0,33,33,am,3,1
2011-01-05,1,winter,7,2011,no,0.46,-4.0012,43,12.998,1,87,88,am,3,1
2011-01-05,1,winter,8,2011,no,1.4,-4.0012,40,19.9995,3,192,195,am,3,1
2011-01-05,1,winter,9,2011,no,2.34,-2.998,37,22.0028,6,109,115,am,3,1
2011-01-05,1,winter,10,2011,no,2.34,-2.998,37,22.0028,4,53,57,am,3,1
2011-01-05,1,winter,11,2011,no,4.22,-0.9982,33,22.0028,12,34,46,am,3,1
2011-01-05,1,winter,12,2011,no,4.22,-0.9982,33,22.0028,5,74,79,am,3,1
2011-01-05,1,winter,13,2011,no,5.16,1.0016,30,19.9995,6,65,71,pm,3,1
2011-01-05,1,winter,14,2011,no,6.1,3.0014,28,12.998,10,52,62,pm,3,1
2011-01-05,1,winter,15,2011,no,6.1,3.0014,28,12.998,7,55,62,pm,3,1
2011-01-05,1,winter,16,2011,no,6.1,5.0012,28,6.0032,4,85,89,pm,3,1
2011-01-05,1,winter,17,2011,no,3.28,-0.9982,38,12.998,4,186,190,pm,3,1
2011-01-05,1,winter,18,2011,no,3.28,-0.0016,38,8.9981,3,166,169,pm,3,1
2011-01-05,1,winter,19,2011,no,3.28,1.0016,38,7.0015,5,127,132,pm,3,1
2011-01-05,1,winter,20,2011,no,2.34,-0.9982,47,11.0014,7,82,89,pm,3,1
2011-01-05,1,winter,21,2011,no,1.4,-2.998,51,12.998,3,40,43,pm,3,1
2011-01-05,1,winter,22,2011,no,0.46,-2.998,55,8.9981,1,41,42,pm,3,1
2011-01-05,1,winter,23,2011,no,1.4,1.0016,47,0,1,18,19,pm,3,1
2011-01-06,1,winter,0,2011,no,0.46,-0.0016,55,0,0,11,11,am,4,1
2011-01-06,1,winter,1,2011,no,-0.48,-0.9982,64,0,0,4,4,am,4,1
2011-01-06,1,winter,2,2011,no,-0.48,-0.9982,64,0,0,2,2,am,4,1
2011-01-06,1,winter,4,2011,no,-0.48,-2.998,64,6.0032,0,1,1,am,4,1
2011-01-06,1,winter,5,2011,no,-1.42,-4.0012,69,6.0032,0,4,4,am,4,1
2011-01-06,1,winter,6,2011,no,-1.42,-4.9978,63,7.0015,0,36,36,am,4,1
2011-01-06,1,winter,7,2011,no,-0.48,-0.9982,59,0,0,95,95,am,4,1
2011-01-06,1,winter,8,2011,no,-0.48,-0.9982,59,0,3,216,219,am,4,1
2011-01-06,1,winter,9,2011,no,0.46,-0.0016,51,0,6,116,122,am,4,1
2011-01-06,1,winter,10,2011,no,1.4,1.0016,47,0,3,42,45,am,4,1
2011-01-06,1,winter,11,2011,no,2.34,1.0016,44,6.0032,2,57,59,am,4,1
2011-01-06,1,winter,12,2011,no,4.22,3.0014,35,0,6,78,84,am,4,1
2011-01-06,1,winter,13,2011,no,4.22,1.9982,35,7.0015,12,55,67,pm,4,1
2011-01-06,1,winter,14,2011,no,5.16,1.9982,36,11.0014,11,59,70,pm,4,1
2011-01-06,1,winter,15,2011,no,5.16,1.9982,36,0,8,54,62,pm,4,1
2011-01-06,1,winter,16,2011,no,4.22,1.0016,38,11.0014,12,74,86,pm,4,1
2011-01-06,1,winter,17,2011,no,2.34,-0.9982,51,11.0014,9,163,172,pm,4,1
2011-01-06,1,winter,18,2011,no,2.34,-0.9982,51,8.9981,5,158,163,pm,4,1
2011-01-06,1,winter,19,2011,no,2.34,1.0016,55,6.0032,3,109,112,pm,4,1
2011-01-06,1,winter,20,2011,no,1.4,-2.0014,51,11.0014,3,66,69,pm,4,1
2011-01-06,1,winter,21,2011,no,2.34,-2.0014,55,15.0013,0,48,48,pm,4,1
2011-01-06,1,winter,22,2011,no,2.34,-2.0014,51,19.0012,1,51,52,pm,4,1
2011-01-06,1,winter,23,2011,no,1.4,-2.998,59,12.998,4,19,23,pm,4,1
2011-01-07,1,winter,0,2011,no,1.4,-2.998,64,12.998,4,13,17,am,5,1
2011-01-07,1,winter,1,2011,no,1.4,-2.998,69,15.0013,2,5,7,am,5,1
2011-01-07,1,winter,2,2011,no,1.4,-2.998,69,15.0013,0,1,1,am,5,1
2011-01-07,1,winter,4,2011,no,1.4,-2.0014,69,8.9981,0,1,1,am,5,1
2011-01-07,1,winter,5,2011,no,2.34,1.9982,55,0,0,5,5,am,5,1
2011-01-07,1,winter,6,2011,no,1.4,1.0016,69,0,8,26,34,am,5,1
2011-01-07,1,winter,7,2011,no,1.4,-2.0014,69,8.9981,8,76,84,am,5,1
2011-01-07,1,winter,8,2011,no,1.4,-2.998,51,16.9979,20,190,210,am,5,1
2011-01-07,1,winter,9,2011,no,1.4,-4.0012,47,19.9995,9,125,134,am,5,1
2011-01-07,1,winter,10,2011,no,2.34,-2.998,37,22.0028,16,47,63,am,5,1
2011-01-07,1,winter,11,2011,no,1.4,-2.998,40,15.0013,19,48,67,am,5,1
2011-01-07,1,winter,12,2011,no,1.4,-2.998,37,16.9979,9,50,59,am,5,1
2011-01-07,1,winter,13,2011,no,1.4,-4.0012,37,19.0012,9,64,73,pm,5,1
2011-01-07,1,winter,14,2011,no,1.4,-2.998,40,16.9979,7,43,50,pm,5,1
2011-01-07,1,winter,15,2011,no,1.4,-2.0014,37,11.0014,9,63,72,pm,5,1
2011-01-07,1,winter,16,2011,no,1.4,-2.0014,37,11.0014,5,82,87,pm,5,1
2011-01-07,1,winter,17,2011,no,1.4,1.0016,37,0,9,178,187,pm,5,1
2011-01-07,1,winter,18,2011,no,1.4,-0.9982,40,6.0032,7,116,123,pm,5,1
2011-01-07,1,winter,19,2011,no,-0.48,-2.998,55,6.0032,3,92,95,pm,5,1
2011-01-07,1,winter,20,2011,no,0.46,-2.0014,47,7.0015,1,50,51,pm,5,1
2011-01-07,1,winter,21,2011,no,0.46,-2.998,47,8.9981,0,39,39,pm,5,1
2011-01-07,1,winter,22,2011,no,0.46,-2.998,43,11.0014,2,34,36,pm,5,1
2011-01-07,1,winter,23,2011,no,0.46,-2.998,51,11.0014,1,14,15,pm,5,1
2011-01-08,1,winter,0,2011,no,0.46,-2.998,51,11.0014,1,24,25,am,6,0
2011-01-08,1,winter,1,2011,no,0.46,-2.0014,55,6.0032,1,15,16,am,6,0
2011-01-08,1,winter,2,2011,no,0.46,-0.0016,55,0,3,13,16,am,6,0
2011-01-08,1,winter,3,2011,no,0.46,-2.998,55,11.0014,0,7,7,am,6,0
2011-01-08,1,winter,4,2011,no,0.46,-2.998,55,11.0014,0,1,1,am,6,0
2011-01-08,1,winter,5,2011,no,-0.48,-4.9978,74,11.0014,0,5,5,am,6,0
2011-01-08,1,winter,6,2011,no,-0.48,-4.9978,74,11.0014,0,2,2,am,6,0
2011-01-08,1,winter,7,2011,no,-0.48,-4.0012,74,7.0015,1,8,9,am,6,0
2011-01-08,1,winter,8,2011,no,-0.48,-4.0012,93,7.0015,0,15,15,am,6,0
2011-01-08,1,winter,9,2011,no,-0.48,-4.0012,93,7.0015,0,20,20,am,6,0
2011-01-08,1,winter,10,2011,no,0.46,-2.998,80,11.0014,5,56,61,am,6,0
2011-01-08,1,winter,11,2011,no,1.4,-4.0012,69,26.0027,2,60,62,am,6,0
2011-01-08,1,winter,12,2011,no,1.4,-4.0012,59,23.9994,8,90,98,am,6,0
2011-01-08,1,winter,13,2011,no,1.4,-4.0012,44,22.0028,7,95,102,pm,6,0
2011-01-08,1,winter,14,2011,no,1.4,-4.9978,32,32.9975,12,83,95,pm,6,0
2011-01-08,1,winter,15,2011,no,1.4,-4.9978,32,30.0026,5,69,74,pm,6,0
2011-01-08,1,winter,16,2011,no,0.46,-6.9976,29,30.0026,8,68,76,pm,6,0
2011-01-08,1,winter,17,2011,no,-0.48,-8.0008,37,36.9974,5,64,69,pm,6,0
2011-01-08,1,winter,18,2011,no,-1.42,-8.0008,39,19.9995,3,52,55,pm,6,0
2011-01-08,1,winter,19,2011,no,-1.42,-8.0008,36,16.9979,4,26,30,pm,6,0
2011-01-08,1,winter,20,2011,no,-2.36,-8.0008,36,16.9979,0,28,28,pm,6,0
2011-01-08,1,winter,21,2011,no,-2.36,-8.9974,39,23.9994,2,35,37,pm,6,0
2011-01-08,1,winter,22,2011,no,-2.36,-8.9974,36,26.0027,1,33,34,pm,6,0
2011-01-08,1,winter,23,2011,no,-3.3,-12.0004,39,30.0026,0,22,22,pm,6,0
2011-01-09,1,winter,0,2011,no,-3.3,-10.9972,42,26.0027,1,24,25,am,7,0
2011-01-09,1,winter,1,2011,no,-3.3,-12.0004,42,31.0009,0,12,12,am,7,0
2011-01-09,1,winter,2,2011,no,-3.3,-12.0004,46,31.0009,0,11,11,am,7,0
2011-01-09,1,winter,3,2011,no,-3.3,-10.9972,46,27.9993,0,4,4,am,7,0
2011-01-09,1,winter,4,2011,no,-4.24,-10.0006,53,12.998,0,1,1,am,7,0
2011-01-09,1,winter,5,2011,no,-4.24,-10.0006,53,12.998,0,1,1,am,7,0
2011-01-09,1,winter,6,2011,no,-3.3,-10.0006,49,19.0012,0,1,1,am,7,0
2011-01-09,1,winter,7,2011,no,-4.24,-10.0006,53,12.998,1,5,6,am,7,0
2011-01-09,1,winter,8,2011,no,-3.3,-10.0006,49,19.0012,0,10,10,am,7,0
2011-01-09,1,winter,9,2011,no,-2.36,-10.9972,46,35.0008,0,19,19,am,7,0
2011-01-09,1,winter,10,2011,no,-1.42,-8.9974,43,26.0027,0,49,49,am,7,0
2011-01-09,1,winter,11,2011,no,-0.48,-8.0008,40,35.0008,2,47,49,am,7,0
2011-01-09,1,winter,12,2011,no,0.46,-6.9976,37,30.0026,4,79,83,am,7,0
2011-01-09,1,winter,13,2011,no,1.4,-4.9978,34,30.0026,6,69,75,pm,7,0
2011-01-09,1,winter,14,2011,no,2.34,-4.0012,32,31.0009,8,64,72,pm,7,0
2011-01-09,1,winter,15,2011,no,2.34,-2.998,35,23.9994,5,77,82,pm,7,0
2011-01-09,1,winter,16,2011,no,1.4,-4.9978,34,30.0026,13,79,92,pm,7,0
2011-01-09,1,winter,17,2011,no,0.46,-6.001,37,26.0027,3,59,62,pm,7,0
2011-01-09,1,winter,18,2011,no,-0.48,-6.9976,40,22.0028,4,44,48,pm,7,0
2011-01-09,1,winter,19,2011,no,-0.48,-6.9976,43,22.0028,1,40,41,pm,7,0
2011-01-09,1,winter,20,2011,no,-1.42,-8.0008,46,16.9979,0,38,38,pm,7,0
2011-01-09,1,winter,21,2011,no,-1.42,-8.9974,46,27.9993,1,19,20,pm,7,0
2011-01-09,1,winter,22,2011,no,-1.42,-8.0008,46,19.9995,5,10,15,pm,7,0
2011-01-09,1,winter,23,2011,no,-2.36,-6.9976,50,12.998,0,6,6,pm,7,0
2011-01-10,1,winter,0,2011,no,-2.36,-8.0008,50,19.0012,2,3,5,am,1,1
2011-01-10,1,winter,1,2011,no,-2.36,-8.0008,50,19.0012,1,0,1,am,1,1
2011-01-10,1,winter,2,2011,no,-2.36,-8.0008,50,15.0013,0,3,3,am,1,1
2011-01-10,1,winter,3,2011,no,-2.36,-8.0008,50,15.0013,0,1,1,am,1,1
2011-01-10,1,winter,4,2011,no,-3.3,-8.0008,54,8.9981,1,2,3,am,1,1
2011-01-10,1,winter,5,2011,no,-3.3,-8.9974,54,16.9979,0,3,3,am,1,1
2011-01-10,1,winter,6,2011,no,-2.36,-8.0008,50,19.0012,0,31,31,am,1,1
2011-01-10,1,winter,7,2011,no,-2.36,-8.0008,50,15.0013,2,75,77,am,1,1
2011-01-10,1,winter,8,2011,no,-2.36,-8.0008,50,19.0012,4,184,188,am,1,1
2011-01-10,1,winter,9,2011,no,-1.42,-8.0008,50,16.9979,2,92,94,am,1,1
2011-01-10,1,winter,10,2011,no,-1.42,-8.0008,50,19.9995,0,31,31,am,1,1
2011-01-10,1,winter,11,2011,no,-0.48,-6.9976,47,19.0012,2,28,30,am,1,1
2011-01-10,1,winter,12,2011,no,1.4,-4.0012,40,19.0012,5,47,52,am,1,1
2011-01-10,1,winter,13,2011,no,1.4,-4.0012,40,19.0012,4,50,54,pm,1,1
2011-01-10,1,winter,14,2011,no,1.4,-2.998,40,15.0013,0,47,47,pm,1,1
2011-01-10,1,winter,15,2011,no,1.4,-2.998,40,15.0013,2,43,45,pm,1,1
2011-01-10,1,winter,16,2011,no,1.4,-2.0014,40,8.9981,4,70,74,pm,1,1
2011-01-10,1,winter,17,2011,no,1.4,-0.9982,40,7.0015,4,174,178,pm,1,1
2011-01-10,1,winter,18,2011,no,1.4,-2.998,40,15.0013,1,154,155,pm,1,1
2011-01-10,1,winter,19,2011,no,-0.48,-4.9978,47,11.0014,3,92,95,pm,1,1
2011-01-10,1,winter,20,2011,no,-0.48,-4.9978,50,11.0014,1,73,74,pm,1,1
2011-01-10,1,winter,21,2011,no,-1.42,-6.9976,59,12.998,1,37,38,pm,1,1
2011-01-10,1,winter,22,2011,no,-1.42,-6.001,59,11.0014,2,22,24,pm,1,1
2011-01-10,1,winter,23,2011,no,-1.42,-6.001,59,11.0014,0,18,18,pm,1,1
2011-01-11,1,winter,0,2011,no,-1.42,-4.9978,59,7.0015,2,10,12,am,2,1
2011-01-11,1,winter,1,2011,no,-1.42,-6.001,59,11.0014,0,3,3,am,2,1
2011-01-11,1,winter,2,2011,no,-0.48,-6.001,55,12.998,0,3,3,am,2,1
2011-01-11,1,winter,5,2011,no,-0.48,-4.0012,55,8.9981,0,6,6,am,2,1
2011-01-11,1,winter,6,2011,no,-0.48,-4.0012,55,8.9981,0,27,27,am,2,1
2011-01-11,1,winter,7,2011,no,-0.48,-0.9982,55,0,2,97,99,am,2,1
2011-01-11,1,winter,8,2011,no,0.46,-2.0014,51,6.0032,3,214,217,am,2,1
2011-01-11,1,winter,9,2011,no,0.46,-2.998,51,11.0014,3,127,130,am,2,1
2011-01-11,1,winter,10,2011,no,1.4,-2.0014,51,11.0014,3,51,54,am,2,1
2011-01-11,1,winter,11,2011,no,1.4,-2.0014,47,8.9981,4,31,35,am,2,1
2011-01-11,1,winter,12,2011,no,1.4,-0.9982,51,7.0015,2,55,57,am,2,1
2011-01-11,1,winter,13,2011,no,1.4,-0.9982,59,6.0032,6,46,52,pm,2,1
2011-01-11,1,winter,14,2011,no,1.4,-0.9982,59,6.0032,3,60,63,pm,2,1
2011-01-11,1,winter,15,2011,no,-0.48,-2.998,80,6.0032,2,45,47,pm,2,1
2011-01-11,1,winter,16,2011,no,-0.48,-6.001,86,15.0013,4,72,76,pm,2,1
2011-01-11,1,winter,17,2011,no,-0.48,-6.001,86,15.0013,6,130,136,pm,2,1
2011-01-11,1,winter,18,2011,no,-0.48,-4.0012,93,7.0015,1,94,95,pm,2,1
2011-01-11,1,winter,19,2011,no,-0.48,-0.9982,93,0,0,51,51,pm,2,1
2011-01-11,1,winter,20,2011,no,-0.48,-6.001,93,12.998,0,32,32,pm,2,1
2011-01-11,1,winter,21,2011,no,-0.48,-2.998,86,6.0032,0,20,20,pm,2,1
2011-01-11,1,winter,22,2011,no,-0.48,-4.0012,93,7.0015,1,28,29,pm,2,1
2011-01-11,1,winter,23,2011,no,-0.48,-2.998,93,6.0032,1,18,19,pm,2,1
2011-01-12,1,winter,0,2011,no,-0.48,-2.998,86,6.0032,0,7,7,am,3,1
2011-01-12,1,winter,1,2011,no,-0.48,-4.0012,86,7.0015,0,6,6,am,3,1
2011-01-12,1,winter,2,2011,no,-1.42,-6.001,86,8.9981,0,1,1,am,3,1
2011-01-12,1,winter,5,2011,no,-1.42,-6.001,86,11.0014,0,5,5,am,3,1
2011-01-12,1,winter,6,2011,no,-2.36,-6.001,93,8.9981,0,16,16,am,3,1
2011-01-12,1,winter,7,2011,no,-1.42,-6.001,69,8.9981,0,54,54,am,3,1
2011-01-12,1,winter,8,2011,no,-0.48,-4.9978,59,11.0014,3,125,128,am,3,1
2011-01-12,1,winter,9,2011,no,-0.48,-6.9976,59,22.0028,3,78,81,am,3,1
2011-01-12,1,winter,10,2011,no,0.46,-4.0012,55,15.0013,0,39,39,am,3,1
2011-01-12,1,winter,11,2011,no,1.4,-4.0012,51,26.0027,3,32,35,am,3,1
2011-01-12,1,winter,12,2011,no,1.4,-6.001,47,39.0007,3,52,55,am,3,1
2011-01-12,1,winter,13,2011,no,2.34,-2.998,44,23.9994,0,49,49,pm,3,1
2011-01-12,1,winter,14,2011,no,1.4,-4.0012,47,22.0028,0,44,44,pm,3,1
2011-01-12,1,winter,15,2011,no,1.4,-4.9978,47,27.9993,1,48,49,pm,3,1
2011-01-12,1,winter,16,2011,no,2.34,-2.998,44,22.0028,5,63,68,pm,3,1
2011-01-12,1,winter,17,2011,no,1.4,-4.0012,47,23.9994,0,139,139,pm,3,1
2011-01-12,1,winter,18,2011,no,1.4,-6.001,47,35.0008,2,135,137,pm,3,1
2011-01-12,1,winter,19,2011,no,0.46,-6.001,47,27.9993,1,82,83,pm,3,1
2011-01-12,1,winter,20,2011,no,-0.48,-6.9976,50,22.0028,2,54,56,pm,3,1
2011-01-12,1,winter,21,2011,no,-0.48,-6.9976,55,22.0028,0,57,57,pm,3,1
2011-01-12,1,winter,22,2011,no,-0.48,-8.0008,55,30.0026,1,32,33,pm,3,1
2011-01-12,1,winter,23,2011,no,-1.42,-8.9974,59,27.9993,1,19,20,pm,3,1
2011-01-13,1,winter,0,2011,no,-1.42,-8.0008,59,19.0012,1,6,7,am,4,1
2011-01-13,1,winter,1,2011,no,-1.42,-8.0008,50,19.0012,0,2,2,am,4,1
2011-01-13,1,winter,2,2011,no,-1.42,-8.0008,50,23.9994,0,2,2,am,4,1
2011-01-13,1,winter,3,2011,no,-1.42,-8.0008,50,22.0028,0,3,3,am,4,1
2011-01-13,1,winter,4,2011,no,-1.42,-8.0008,50,16.9979,0,4,4,am,4,1
2011-01-13,1,winter,5,2011,no,-1.42,-8.0008,50,19.9995,0,3,3,am,4,1
2011-01-13,1,winter,6,2011,no,-2.36,-6.001,54,8.9981,0,28,28,am,4,1
2011-01-13,1,winter,7,2011,no,-2.36,-6.001,54,8.9981,0,72,72,am,4,1
2011-01-13,1,winter,8,2011,no,-1.42,-6.9976,50,12.998,5,197,202,am,4,1
2011-01-13,1,winter,9,2011,no,-1.42,-8.0008,50,22.0028,2,137,139,am,4,1
2011-01-13,1,winter,10,2011,no,-0.48,-6.9976,50,23.9994,2,36,38,am,4,1
2011-01-13,1,winter,11,2011,no,1.4,-4.9978,44,30.0026,4,33,37,am,4,1
